title,journal,year,pages,volume,authors,keywords,pmid,issue,abstract
"Transcranial direct current stimulation - what is the evidence for its efficacy and safety?","F1000 medicine reports",2009,353-361,1,Array,Array,20948722,,"Transcranial direct current stimulation (tDCS), a non-invasive brain stimulation technique, has emerged in the past decade as a useful investigative and therapeutic technique. A number of recent studies suggest that tDCS is safe and may be efficacious in the treatment of a variety of psychiatric and neurological disorders, including major depressive disorder, chronic neuropathic pain, and stroke. More evidence is necessary, however, before it can be recommended for general clinical application."
"Controversy: Repetitive transcranial magnetic stimulation or transcranial direct current stimulation shows efficacy in treating psychiatric diseases (depression, mania, schizophrenia, obsessive-complusive disorder, panic, posttraumatic stress disorder).","Brain stimulation",2009,353-361,2,Array,Array,20633399,1,"Brain imaging studies performed over the past 20 years have generated new knowledge about the specific brain regions involved in the brain diseases that have been classically labeled as psychiatric. These include the mood and anxiety disorders, and the schizophrenias. As a natural next step, clinical researchers have investigated whether the minimally invasive brain stimulation technologies (transcranial magnetic stimulation [TMS] or transcranial direct current stimulation [tDCS]) might potentially treat these disorders. In this review, we critically review the research studies that have examined TMS or tDCS as putative treatments for depression, mania, obsessive-complusive disorder, posttraumatic stress disorder, panic disorder, or schizophrenia. (Separate controversy articles deal with using TMS or tDCS to treat pain or tinnitus. We will not review here the large number of studies using TMS or tDCS as research probes to understand disease mechanisms of psychiatric disorders.) Although there is an extensive body of randomized controlled trials showing antidepressant effects of daily prefrontal repetitive TMS, the magnitude or durability of this effect remains controversial. US Food and Drug Administration approval of TMS for depression was recently granted. There is much less data in all other diseases, and therapeutic effects in other psychiatric conditions, if any, are still controversial. Several issues and problems extend across all psychiatric TMS studies, including the optimal method for a sham control, appropriate coil location, best device parameters (intensity, frequency, dosage, and dosing schedule) and refining what subjects should be doing during treatment (activating pathologic circuits or not). In general, TMS or tDCS as a treatment for most psychiatric disorders remains exciting but controversial, other than prefrontal TMS for depression."
"Increasing human brain excitability by transcranial high-frequency random noise stimulation.","The Journal of neuroscience : the official journal of the Society for Neuroscience",2008,353-361,28,Array,Array,19109497,52,"For >20 years, noninvasive transcranial stimulation techniques like repetitive transcranial magnetic stimulation (rTMS) and direct current stimulation (tDCS) have been used to induce neuroplastic-like effects in the human cortex, leading to the activity-dependent modification of synaptic transmission. Here, we introduce a novel method of electrical stimulation: transcranial random noise stimulation (tRNS), whereby a random electrical oscillation spectrum is applied over the motor cortex. tRNS induces consistent excitability increases lasting 60 min after stimulation. These effects have been observed in 80 subjects through both physiological measures and behavioral tasks. Higher frequencies (100-640 Hz) appear to be responsible for generating this excitability increase, an effect that may be attributed to the repeated opening of Na(+) channels. In terms of efficacy tRNS appears to possess at least the same therapeutic potential as rTMS/tDCS in diseases such as depression, while furthermore avoiding the constraint of current flow direction sensitivity characteristic of tDCS."
"Exploring a novel therapeutic approach with noninvasive cortical stimulation for vulvodynia.","American journal of obstetrics and gynecology",2008,353-361,199,Array,Array,19084092,6,"Existing therapies for vulvodynia are inadequate. Because vulvodynia has a pathophysiology similar to chronic pain, central nervous system dysfunction may underlie this painful disorder, and noninvasive methods of neuromodulation may prove highly effective. We report a case of severe, medically refractory vulvodynia that responded remarkably to treatment with transcranial direct current stimulation."
"Transcranial direct current stimulation in stroke recovery.","Archives of neurology",2008,353-361,65,Array,Array,19064743,12,"Transcranial direct current stimulation (TDCS) is an emerging technique of noninvasive brain stimulation that has been found useful in examining cortical function in healthy subjects and in facilitating treatments of various neurologic disorders. A better understanding of adaptive and maladaptive poststroke neuroplasticity and its modulation through noninvasive brain stimulation has opened up experimental treatment options using TDCS for patients recovering from stroke. We review the role of TDCS as a facilitator of stroke recovery, the different modes of TDCS, and the potential mechanisms underlying the neural effects of TDCS."
"Bilateral frontal transcranial direct current stimulation: Failure to replicate classic findings in healthy subjects.","Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology",2009,353-361,120,Array,Array,17620195,1,"There has been no modern effort to replicate, further characterize, or quantify the dramatic effects on affect described in controlled studies from the 1960s using bilateral frontal electrodes with an extra-cephalic reference in a mixed group composed primarily of mildly depressed individuals. We performed a comprehensive, quantitative assessment of the effects of bifrontal TDCS on emotion in 21 healthy subjects."
"Frequency-dependent electrical stimulation of the visual cortex.","Current biology : CB",2008,353-361,18,Array,Array,11039938,23,"In a double-blind crossover study, we administered tests of emotional state, affect, emotional decision-making, arousal, and psychomotor functions during sham, anodal, and cathodal TDCS."
"Transcranial direct current stimulation: a noninvasive tool to facilitate stroke recovery.","Expert review of medical devices",2008,353-361,5,Array,Array,17337213,6,"We found no systematic effects on any measure, despite two subjects who had pronounced mood effects in the predicted direction. There were no adverse events."
"Novel targets for antidepressant therapies.","Current psychiatry reports",2008,353-361,10,Array,Array,17070707,6,"In line with some other studies, we found no consistent effects of bifrontal TDCS on measures of emotional function of psychomotor performance."
"Comparison of blinding effectiveness between sham tDCS and placebo sertraline in a 6-week major depression randomized clinical trial.","Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology",2013,,,Array,Array,23994192,,"To compare blinding integrity and associated factors for transcranial direct current stimulation (tDCS) vs. placebo-pill, the gold standard blinding method."
"Differential modulation of corticospinal excitability by different current densities of anodal transcranial direct current stimulation.","PloS one",2013,,8,Array,Array,23991076,8,"Parallel trial. Depressed participants were randomized to verum/placebo sertraline and active/sham tDCS (2mA, 30-min 10-daily sessions and two additional, fortnight sessions) over 6weeks. Blinding was assessed in completers (n=102) and in a random subgroup (n=35) of raters and participants, in which we also inquired to qualitatively describe their strongest guessing reason."
"Transcranial direct current stimulation over multiple days improves learning and maintenance of a novel vocabulary.","Cortex; a journal devoted to the study of the nervous system and behavior",2013,,,Array,Array,16267239,,"Participants and raters presented similar performance for predicting treatment assignment at endpoint, correctly guessing tDCS and sertraline beyond chance. Nevertheless, clinical response was associated with correct prediction and tDCS non-responders failed to predict the allocation group. For tDCS, ""trouble concentrating"" was inversely associated with correct prediction. ""Skin redness"" was more reported for active-tDCS, but did not predict the allocation group. The qualitative reasons for raters' guessing were not associated with correct prediction, whereas for participants clinical response and adverse effects were directly and inversely associated with correct prediction, respectively."
"Linking neuronal brain activity to the glucose metabolism.","Theoretical biology & medical modelling",2013,,10,Array,Array,21471392,1,"Blinding integrity of tDCS and sertraline were comparable and mainly associated with efficacy rather than blinding failure."
"Translating tDCS into the field of obesity: mechanism-driven approaches.","Frontiers in human neuroscience",2013,,7,Array,Array,7623155,,"TDCS blinding can be improved by adopting parallel designs and avoiding subjects' awareness of skin redness."
"Tracking the neuroplastic changes associated with transcranial direct current stimulation: a push for multimodal imaging.","Frontiers in human neuroscience",2013,,7,Array,Array,7580127,,"Novel non-invasive brain stimulation techniques such as transcranial direct current stimulation (tDCS) have been developed in recent years. TDCS-induced corticospinal excitability changes depend on two important factors current intensity and stimulation duration. Despite clinical success with existing tDCS parameters, optimal protocols are still not entirely set."
"Safety and efficacy of transcranial direct current stimulation in acute experimental ischemic stroke.","Stroke; a journal of cerebral circulation",2013,,44,Array,Array,8628485,11,"The current study aimed to investigate the effects of four different anodal tDCS (a-tDCS) current densities on corticospinal excitability."
"Effect of transcranial direct current stimulation on elbow flexor maximal voluntary isometric strength and endurance.","Applied physiology, nutrition, and metabolism = Physiologie appliquée, nutrition et métabolisme",2013,,38,Array,Array,8787200,7,"Four current intensities of 0.3, 0.7, 1.4 and 2 mA resulting in current densities (CDs) of 0.013, 0.029, 0.058 and 0.083 mA/cm(2) were applied on twelve right-handed (mean age 34.5±10.32 yrs) healthy individuals in different sessions at least 48 hours apart. a-tDCS was applied continuously for 10 minute, with constant active and reference electrode sizes of 24 and 35 cm(2) respectively. The corticospinal excitability of the extensor carpi radialis muscle (ECR) was measured before and immediately after the intervention and at 10, 20 and 30 minutes thereafter."
"Anodal transcranial direct current stimulation over the supramarginal gyrus facilitates pitch memory.","The European journal of neuroscience",2013,,,Array,Array,8734579,,"Post hoc comparisons showed significant differences in corticospinal excitability changes for CDs of 0.013 mA/cm(2) and 0.029 mA/cm(2) (P = 0.003). There were no significant differences between excitability changes for the 0.013 mA/cm(2) and 0.058 mA/cm(2) (P = 0.080) or 0.013 mA/cm(2) and 0.083 mA/cm(2) (P = 0.484) conditions."
"Non-invasive brain stimulation can induce paradoxical facilitation. Are these neuroenhancements transferable and meaningful to security services?","Frontiers in human neuroscience",2013,,7,Array,Array,8797523,,"This study found that a-tDCS with a current density of 0.013 mA/cm(2) induces significantly larger corticospinal excitability changes than CDs of 0.029 mA/cm(2). The implication is that might help to avoid applying unwanted amount of current to the cortical areas."
"Temporal cortex direct current stimulation enhances performance on a visual recognition memory task in Alzheimer disease.","Journal of neurology, neurosurgery, and psychiatry",2009,444-7,80,Array,Array,18977813,4,"Several studies have reported that transcranial direct current stimulation (tDCS), a non-invasive method of neuromodulation, enhances some aspects of working memory in healthy and Parkinson disease subjects. The aim of this study was to investigate the impact of anodal tDCS on recognition memory, working memory and selective attention in Alzheimer disease (AD). Ten patients with diagnosis of AD received three sessions of anodal tDCS (left dorsolateral prefrontal cortex, left temporal cortex and sham stimulation) with an intensity of 2 mA for 30 min. Sessions were performed in different days in a randomised order. The following tests were assessed during stimulation: Stroop, Digit Span and a Visual Recognition Memory task (VRM). The results showed a significant effect of stimulation condition on VRM (p = 0.0085), and post hoc analysis showed an improvement after temporal (p = 0.01) and prefrontal (p = 0.01) tDCS as compared with sham stimulation. There were no significant changes in attention as indexed by Stroop task performance. As far as is known, this is the first trial showing that tDCS can enhance a component of recognition memory. The potential mechanisms of action and the implications of these results are discussed."
"Modulating activity in the motor cortex affects performance for the two hands differently depending upon which hemisphere is stimulated.","The European journal of neuroscience",2008,444-7,28,Array,Array,18973584,8,"We modulated neural excitability in the human motor cortex to investigate behavioral effects for both hands. In a previous study, we showed that decreasing excitability in the dominant motor cortex led to a decline in performance for the contralateral hand and an improvement for the ipsilateral hand; increasing excitability produced the opposite effects. Research suggests that the ipsilateral effects were mediated by interhemispheric inhibition. Physiological evidence points to an asymmetry in interhemispheric inhibition between the primary motor cortices, with stronger inhibitory projections coming from the dominant motor cortex. In the present study, we examined whether there is a hemispheric asymmetry in the effects on performance when modulating excitability in the motor cortex. Anodal and cathodal transcranial direct current stimulation were applied to the motor cortex of 17 participants, targeting the non-dominant hemisphere on one day and the dominant hemisphere on another day, along with one sham session. Participants performed a finger-sequence coordination task with each hand before and after stimulation. The dependent variable was calculated as the percentage of change in the number of correct keystrokes. We found that the effects of transcranial direct current stimulation depended upon which hemisphere was stimulated; modulating excitability in the dominant motor cortex significantly affected performance for the contralateral and ipsilateral hands, whereas modulating excitability in the non-dominant motor cortex only had a significant impact for the contralateral hand. These results provide evidence for a hemispheric asymmetry in the ipsilateral effects of modulating excitability in the motor cortex and may be important for clinical research on motor recovery."
"Dual-hemisphere tDCS facilitates greater improvements for healthy subjects' non-dominant hand compared to uni-hemisphere stimulation.","BMC neuroscience",2008,444-7,9,Array,Array,18957075,,"Transcranial direct current stimulation (tDCS) is a non-invasive technique that has been found to modulate the excitability of neurons in the brain. The polarity of the current applied to the scalp determines the effects of tDCS on the underlying tissue: anodal tDCS increases excitability, whereas cathodal tDCS decreases excitability. Research has shown that applying anodal tDCS to the non-dominant motor cortex can improve motor performance for the non-dominant hand, presumably by means of changes in synaptic plasticity between neurons. Our previous studies also suggest that applying cathodal tDCS over the dominant motor cortex can improve performance for the non-dominant hand; this effect may result from modulating inhibitory projections (interhemispheric inhibition) between the motor cortices of the two hemispheres. We hypothesized that stimultaneously applying cathodal tDCS over the dominant motor cortex and anodal tDCS over the non-dominant motor cortex would have a greater effect on finger sequence performance for the non-dominant hand, compared to stimulating only the non-dominant motor cortex. Sixteen right-handed participants underwent three stimulation conditions: 1) dual-hemisphere - with anodal tDCS over the non-dominant motor cortex, and cathodal tDCS over the dominant motor cortex, 2) uni-hemisphere - with anodal tDCS over the non-dominant motor cortex, and 3) sham tDCS. Participants performed a finger-sequencing task with the non-dominant hand before and after each stimulation. The dependent variable was the percentage of change in performance, comparing pre- and post-tDCS scores."
"Improvement of visual scanning after DC brain polarization of parietal cortex in stroke patients with spatial neglect.","Neuroscience letters",2008,444-7,448,Array,Array,17515176,2,"A repeated measures ANOVA yielded a significant effect of tDCS condition (F(2,30) = 4.468, p = .037). Post-hoc analyses revealed that dual-hemisphere stimulation improved performance significantly more than both uni-hemisphere (p = .021) and sham stimulation (p = .041)."
"Differential modulatory effects of transcranial direct current stimulation on a facial expression go-no-go task in males and females.","Neuroscience letters",2008,444-7,447,Array,Array,16857577,2-3,"We propose that simultaneously applying cathodal tDCS over the dominant motor cortex and anodal tDCS over the non-dominant motor cortex produced an additive effect, which facilitated motor performance in the non-dominant hand. These findings are relevant to motor skill learning and to research studies of motor recovery after stroke."
"Anodal transcranial direct current stimulation of the prefrontal cortex enhances complex verbal associative thought.","Journal of cognitive neuroscience",2009,444-7,21,Array,Array,18303984,10,"Previous studies have demonstrated that transcranial direct current (DC) brain polarization can modulate cortical excitability in the human brain. We investigated the effect of anodal DC brain polarization of right parietal cortex on visuospatial scanning in subacute stroke patients with spatial neglect. The patients underwent two neglect tests - figure cancellation and line bisection - before and immediately after anodal DC or sham in a double-blind protocol. Anodal DC was applied to the scalp over the right posterior parietal cortex (PPC) with an intensity of 2.0 mA for 20 min. Anodal DC brain polarization, but not sham, led to significant improvement in the both neglect tests. These results document a beneficial effect of DC brain polarization on neglect."
"A common polymorphism in the brain-derived neurotrophic factor gene (BDNF) modulates human cortical plasticity and the response to rTMS.","The Journal of physiology",2008,444-7,586,Array,Array,18973584,"Pt 23","The ability to recognize facial expressions has been shown to be different between males and females. Here we aimed to explore further this matter and investigate whether the effects of tDCS applied over the superior temporal cortex differs between males and females during a facial expression go-no-go task. Fourteen healthy subjects were exposed to a facial expression go-no-go task while they received two different conditions of stimulation: anodal tDCS of the left temporal cortex (with cathodal stimulation of the right temporal cortex) and sham tDCS. The order of conditions was randomized and counterbalanced across subjects. During each stimulation session (after 5 min of stimulation), subjects underwent a go-no-go task. The results showed that women had significantly more correct answers when compared to men (p=0.03) that was independent of condition of stimulation and valence of figures. In addition, women made significantly less errors during temporal stimulation when compared to sham stimulation (p=0.009) when responding to sad faces. Similarly, men made significantly more errors during temporal active stimulation as compared with sham stimulation (p=0.004) when responding to sad faces. Our results confirmed the notion that performance to facial expression recognition is increased in females compared with males and that modulation of temporal cortex with tDCS leads to differential effects according to gender."
"TMS evidence for smooth pursuit gain control by the frontal eye fields.","Cerebral cortex (New York, N.Y. : 1991)",2009,444-7,19,Array,Array,19064743,5,"The remote associates test (RAT) is a complex verbal task with associations to both creative thought and general intelligence. RAT problems require not only lateral associations and the internal production of many words but a convergent focus on a single answer. Complex problem-solving of this sort may thus require both substantial verbal processing and strong executive function capacities. Previous studies have provided evidence that verbal task performance can be enhanced by noninvasive transcranial direct current stimulation (tDCS). tDCS modulates excitability of neural tissue depending on the polarity of the current. The after-effects of this modulation may have effects on task performance if the task examined draws on the modulated region. Studies of verbal cognition have focused largely on the left dorsolateral prefrontal cortex (F3 of the 10-20 EEG system) as a region of interest. We planned to assess whether modulating excitability at F3 could affect complex verbal abilities. In Experiment 1 (anodal, cathodal, or sham stimulation over F3 with the reference electrode over the contralateral supraorbital region), we found a significant overall effect of stimulation condition on RAT performance. Post hoc tests showed an increase in performance after anodal stimulation (1 mA) compared to sham (p = .025) and to cathodal stimulation (p = .038). In Experiment 2 (either anodal stimulation at F3 or separately at its homologue F4), we replicated the anodal effect of the first study, but also showed that anodal stimulation of F4 had no effect on RAT performance. These data provide evidence that anodal stimulation of the left dorsolateral prefrontal cortex can improve performance on a complex verbal problem-solving task believed to require significant executive function capacity."
"Modulatory effects of transcranial direct current stimulation on laser-evoked potentials.","Pain medicine (Malden, Mass.)",2009,444-7,10,Array,Array,12244081,1,"The brain-derived neurotrophic factor gene (BDNF) is one of many genes thought to influence synaptic plasticity in the adult brain and shows a common single nucleotide polymorphism (BDNF Val66Met) in the normal population that is associated with differences in hippocampal volume and episodic memory. It is also thought to influence possible synaptic changes in motor cortex following a simple motor learning task. Here we extend these studies by using new non-invasive transcranial magnetic stimulation (TMS) and transcranial direct current stimulation (TDCS) techniques that directly test the excitability and plasticity of neuronal circuits in human motor cortex in subjects at rest. We investigated whether the susceptibility to TMS probes of plasticity is significantly influenced by the BDNF polymorphism. Val66Met carriers were matched with Val66Val individuals and tested on the following protocols: continuous and intermittent theta burst TMS; median nerve paired associative stimulation; and homeostatic plasticity in the TDCS/1 Hz rTMS model. The response of Met allele carriers differed significantly in all protocols compared with the response of Val66Val individuals. We suggest that this is due to the effect of BNDF on the susceptibility of synapses to undergo LTP/LTD. The circuits tested here are implicated in the pathophysiology of movement disorders such as dystonia and are being assessed as potential new targets in the treatment of stroke. Thus the polymorphism may be one factor that influences the natural response of the brain to injury and disease."
"Skin lesions after treatment with transcranial direct current stimulation (tDCS).","Brain stimulation",2008,444-7,1,Array,Array,12803972,4,"Smooth pursuit eye movements are used to continuously track slowly moving visual objects. A peculiar property of the smooth pursuit system is the nonlinear increase in sensitivity to changes in target motion with increasing pursuit velocities. We investigated the role of the frontal eye fields (FEFs) in this dynamic gain control mechanism by application of transcranial magnetic stimulation. Subjects were required to pursue a slowly moving visual target whose motion consisted of 2 components: a constant velocity component at 4 different velocities (0, 8, 16, and 24 deg/s) and a superimposed high-frequency sinusoidal oscillation (4 Hz, +/-8 deg/s). Magnetic stimulation of the FEFs reduced not only the overall gain of the system, but also the efficacy of the dynamic gain control. We thus provide the first direct evidence that the FEF population is significantly involved in the nonlinear computation necessary for continuously adjusting the feedforward gain of the pursuit system. We discuss this with relation to current models of smooth pursuit."
"Controversy: Noninvasive and invasive cortical stimulation show efficacy in treating stroke patients.","Brain stimulation",2008,370-82,1,Array,Array,20633395,4,"Stroke is the leading cause of disability in the adult population of western industrialized countries. Despite significant improvements of acute stroke care, two thirds of stroke survivors have to cope with persisting neurologic deficits. Adjuvant brain stimulation is a novel approach to improving the treatment of residual deficits after stroke. Transcranial magnetic stimulation (TMS), transcranial direct current stimulation (tDCS), and epidural electrical stimulation have been used in first trials on small cohorts of stroke patients. Effect sizes in the order of 8% to 30% of functional improvement have been reported, but a publication bias toward presenting ""promising"" but not negative results is likely. Many questions regarding underlying mechanisms, optimal stimulation parameters, combination with other types of interventions, among others, are open. This review addresses six controversies related to the experimental application of brain stimulation techniques to stroke patients. Cortical stimulation after stroke will need to be individually tailored and a thorough patient stratification according to type and extent of clinical deficit, lesion location, lesion size, comorbidities, time in the recovery process, and perhaps also age and gender will be necessary. There is consensus that cortical stimulation in stroke patients is still experimental and should only be applied in the frame of scientific studies."
"Consensus: Can transcranial direct current stimulation and transcranial magnetic stimulation enhance motor learning and memory formation?","Brain stimulation",2008,370-82,1,Array,Array,20633394,4,"Noninvasive brain stimulation has developed as a promising tool for cognitive neuroscientists. Transcranial magnetic (TMS) and direct current (tDCS) stimulation allow researchers to purposefully enhance or decrease excitability in focal areas of the brain. The purpose of this article is to review information on the use of TMS and tDCS as research tools to facilitate motor memory formation, motor performance, and motor learning in healthy volunteers. Studies implemented so far have mostly focused on the ability of TMS and tDCS to elicit relatively short-lasting motor improvements and the mechanisms underlying these changes have been only partially investigated. Despite limitations, including the scarcity of data, work that has been already accomplished raises the exciting hypothesis that currently available noninvasive transcranial stimulation techniques could modulate motor learning and memory formation in healthy humans and potentially in patients with neurologic and psychiatric disorders."
"The use of repetitive transcranial magnetic stimulation (rTMS) and transcranial direct current stimulation (tDCS) to relieve pain.","Brain stimulation",2008,370-82,1,Array,Array,20633392,4,"Chronic pain resulting from injury of the peripheral or central nervous system may be associated with a significant dysfunction of extensive neural networks. Noninvasive stimulation techniques, such as repetitive transcranial magnetic stimulation (rTMS) and transcranial direct current stimulation (tDCS) may be suitable to treat chronic pain as they can act on these networks by modulating neural activities not only in the stimulated area, but also in remote regions that are interconnected to the site of stimulation. Motor cortex was the first cortical target that was proved to be efficacious in chronic pain treatment. At present, significant analgesic effects were also shown to occur after the stimulation of other cortical targets (including prefrontal and parietal areas) in acute provoked pain, chronic neuropathic pain, fibromyalgia, or visceral pain. Therapeutic applications of rTMS in pain syndromes are limited by the short duration of the induced effects, but prolonged pain relief can be obtained by repeating rTMS sessions every day for several weeks. Recent tDCS studies also showed some effects on various types of chronic pain. We review the evidence to date of these two techniques of noninvasive brain stimulation for the treatment of pain."
"Efficacy of repetitive transcranial magnetic stimulation/transcranial direct current stimulation in cognitive neurorehabilitation.","Brain stimulation",2008,370-82,1,Array,Array,20633391,4,"Cognitive deficits are a common consequence of neurologic disease, in particular, of traumatic brain injury, stroke, and neurodegenerative disorders, and there is evidence that specific cognitive training may be effective in cognitive rehabilitation. Several investigations emphasize the fact that interacting with cortical activity, by means of cortical stimulation, can positively affect the short-term cognitive performance and improve the rehabilitation potential of neurologic patients. In this respect, preliminary evidence suggests that cortical stimulation may play a role in treating aphasia, unilateral neglect, and other cognitive disorders. Several possible mechanisms can account for the effects of transcranial magnetic stimulation (TMS) and transcranial direct current stimulation (tDCS) on cognitive performance. They all reflect the potential of these methods to improve the subject's ability to relearn or to acquire new strategies for carrying out behavioral tasks. The responsible mechanisms remain unclear but they are most likely related to the activation of impeded pathways or inhibition of maladaptive responses. Modifications of the brain activity may assist relearning by facilitating local activity or by suppressing interfering activity from other brain areas. Notwithstanding the promise of these preliminary findings, to date no systematic application of these methods to neurorehabilitation research has been reported. Considering the potential benefit of these interventions, further studies taking into consideration large patient populations, long treatment periods, or the combination of different rehabilitation strategies are needed. Brain stimulation is indeed an exciting opportunity in the field of cognitive neurorehabilitation, which is clearly in need of further research."
"Myoinositol content in the human brain is modified by transcranial direct current stimulation in a matter of minutes: a 1H-MRS study.","Magnetic resonance in medicine : official journal of the Society of Magnetic Resonance in Medicine / Society of Magnetic Resonance in Medicine",2008,370-82,60,Array,Array,18816828,4,"Brain content of myoinositol (mI) has been shown to be altered in several neuropsychiatric conditions. Likewise, various forms of electric currents have been applied to the human brain for therapeutic purposes in neuropsychiatric diseases. In this study we aimed to depict the effects of low-power transcranial direct current stimulation (tDCS) on brain mI by proton magnetic resonance spectroscopy ((1)H-MRS). We studied two groups of five healthy subjects by (1)H-MRS: the first group was studied before and after both anodal and sham (placebo) tDCS over the right frontal lobe, and the second group was studied at the same intervals without undergoing either sham or anodal tDCS. Anodal tDCS induced a significant increase of mI content at 30 min after stimulation offset (141.5 +/- 16.7%, P < 0.001) below the stimulating electrode but not in distant regions, such as the visual cortex, whereas sham tDCS failed to induce changes in mI. Neither N-acetyl-aspartate (NAA) nor the other metabolite contents changed after anodal or sham stimulation. (1)H-MRS represents a powerful tool to follow the regional effects of tDCS on brain mI and, possibly, on the related phosphoinositide system."
"Should we treat auditory hallucinations with repetitive transcranial magnetic stimulation? A metaanalysis.","Canadian journal of psychiatry. Revue canadienne de psychiatrie",2008,370-82,53,Array,Array,18801220,9,"Abnormal activations of neural networks implicated in auditory stimuli processing are hypothesized to generate auditory hallucinations (AH) in schizophrenia spectrum disorders. Because repetitive transcranial magnetic stimulation (rTMS) has the potential to modulate neural network activity, several studies have explored its use in treating medication-resistant AH, with mixed results in small-to-medium patient samples. Our aim is to apply a metaanalytic approach to exploring the efficacy of rTMS in treating medication-resistant AH."
"Transcranial direct current stimulation in two patients with Tourette syndrome.","Movement disorders : official journal of the Movement Disorder Society",2008,370-82,23,Array,Array,18785641,15,"A search of the electronic databases for studies comparing low-frequency (1 Hz) rTMS over the left temporoparietal cortex to sham stimulation in patients suffering from medication- resistant AH was performed. Our search was completed by cross-referencing the articles, searching the Current Controlled Trials website, and direct contact with relevant researchers."
"Transcranial direct current stimulation for major depression: a general system for quantifying transcranial electrotherapy dosage.","Current treatment options in neurology",2008,370-82,10,Array,Array,18782510,5,"From 265 possible abstracts, 6 parallel-arm, double-blind placebo-controlled and 4 crossover controlled trials, all randomized, matched the inclusion and exclusion criteria (n = 232). The primary outcome measure (effect of active treatment on AH at the end of the treatment) was tested with a random effect model and reached a significant homogeneous ES estimate (Hedges' g = 0.514; P = 0.001; 95CI%, 0.225 to 0.804; Q = 13.022; P = 0.162)."
"Principles of therapeutic use of transcranial and epidural cortical stimulation.","Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology",2008,370-82,119,Array,Array,18762449,10,"We found that low-frequency rTMS over the left temporoparietal cortex has a medium ES action on medication-resistant AH. This result has implications for understanding the pathophysiology of psychotic symptoms (specifically AH) and supports the use of rTMS as a complementary treatment approach in patients suffering from treatment-resistant AH."
"Evaluating the relationship between long interval cortical inhibition, working memory and gamma band activity in the dorsolateral prefrontal cortex.","Clinical EEG and neuroscience : official journal of the EEG and Clinical Neuroscience Society (ENCS)",2008,370-82,39,Array,Array,18751565,3,"There has been a recent resurgence of interest in therapeutic modalities using transcranial weak electrical stimulation through scalp electrodes, such as trans-cranial direct current stimulation (tDCS), as a means of experimentally modifying and studying brain function and possibly treating psychiatric conditions. A range of electrotherapy paradigms have been investigated, but no consistent method has been indicated for reporting reproducible stimulation ""dosage."" Anecdotal reports, case studies, and limited clinical trials with small numbers suggest that tDCS may be effective in treating some patients with depression, but methods for selecting the optimal stimulation parameters (""dosage"") are not clear, and there is no conclusive indication that tDCS is an effective treatment for depression. Larger, controlled studies are necessary to determine its safety and efficacy in a clinical setting. If tDCS can be established as an effective treatment for depression, it would represent a particularly attractive electrotherapy option, as it is a relatively benign and affordable treatment modality. An accurate system for describing reproducible treatment parameters is essential so that further studies can yield evidence-based guidelines for the clinical use of transcranial current stimulation. Development of appropriate parameters requires a biophysical understanding of how electrotherapy affects brain function and should include different paradigms for different clinical applications. As with any dosage guidelines, such a system does not supersede physician judgment on safety."
"Modulation of emotions associated with images of human pain using anodal transcranial direct current stimulation (tDCS).",Neuropsychologia,2009,212-7,47,Array,Array,18725237,1,"Viewing images of other humans in pain elicits a variety of responses including distress, anxiety, and a sensation that is similar to pain. We aimed to evaluate whether transcranial direct current stimulation (tDCS) could be effective in modulating the emotional aspects of pain as to further explore mechanisms of tDCS in pain relief. Twenty-three healthy subjects rated images with respect to unpleasantness and discomfort/pain (baseline), and then received stimulation with tDCS under four different conditions of stimulation: anodal tDCS of the left primary motor cortex (M1), dorsolateral prefrontal cortex (DLPFC), occipital cortex (V1); and sham tDCS. The order of conditions was randomized and counterbalanced across subjects. During each stimulation session (after 3 min of stimulation), subjects were shown a new set of aversive images and were again asked to rate the images with respect to unpleasantness and discomfort/pain. The results showed that ratings of unpleasantness and discomfort/pain were significantly decreased during DLPFC tDCS only, as compared to baseline and sham tDCS. The other conditions of stimulation (M1 and V1 tDCS) did not result in any significant changes. These results support the notion that DLPFC is a critical area for the emotional processing of pain and also suggests that DLPFC may be a potential target of stimulation for alleviation of pain with a significant emotional-affective component. Our results also suggest that the mechanism of tDCS in modulating emotional pain involve pathways that are independent of those modulating the somatosensory perception of pain."
"Modulatory effects of anodal transcranial direct current stimulation on perception and pain thresholds in healthy volunteers.","European journal of neurology : the official journal of the European Federation of Neurological Societies",2008,212-7,15,Array,Array,18717717,10,"We aimed to evaluate whether transcranial direct current stimulation (tDCS) is effective in modulating sensory and pain perception thresholds in healthy subjects as to further explore mechanisms of tDCS in pain relief."
"Neurostimulatory therapeutics in management of treatment-resistant depression with focus on deep brain stimulation.","The Mount Sinai journal of medicine, New York",,212-7,75,Array,Array,18704979,3,"Twenty healthy subjects received stimulation with tDCS under four different conditions of stimulation: anodal tDCS of the primary motor cortex (M1), dorsolateral prefrontal cortex (DLPFC), occipital cortex (V1), and sham tDCS. The order of conditions was randomized and counterbalanced across subjects. Perception threshold and pain threshold to peripheral electrical stimulation of the right index finger were evaluated by a blinded rater."
